purchase_uuid,customer_id,full_name,email_address,purchase_date,product_id,product_category,quantity,price_per_unit,total_price
23e30f4b-7865-4ab8-a87b-05180d5718a7,CUST_013,Linda Gonzalez,linda.gonzalez224@aol.com,2024-06-15,PROD_044,Electronics,1,431.79,431.79
33215fa4-56cb-4fdd-8233-a17ac503b68d,CUST_005,Robert Rodriguez,robert.rodriguez195@gmail.com,2024-10-16,PROD_042,Groceries,4,160.37,641.48
ecbb7e20-fd86-46ab-8f15-2c9b348d5fa9,CUST_046,Sarah Garcia,sarah.garcia659@gmail.com,2024-10-04,PROD_030,Electronics,7,271.32,1899.24
89a52ee8-483a-4abf-8c0f-c102a806857a,CUST_046,Sarah Garcia,sarah.garcia659@gmail.com,2023-11-21,PROD_022,Books,2,420.85,841.7
df6cc44b-874d-4ab2-ae10-ed168828c347,CUST_033,Barbara Taylor,barbara.taylor906@aol.com,2025-08-08,PROD_028,Electronics,9,494.78,4453.02
61c6fa12-0e4b-491c-8274-4bcfcd63254f,CUST_018,David Gonzalez,david.gonzalez345@icloud.com,2025-06-05,PROD_007,Apparel,8,445.31,3562.48
bbafb967-f014-4ab1-a4e3-e78d2c816548,CUST_018,David Gonzalez,david.gonzalez345@icloud.com,2024-08-23,PROD_035,Groceries,8,188.88,1511.04
c7449cc6-0207-4900-816f-e1809cf61543,CUST_037,Michael Hernandez,michael.hernandez33@aol.com,2025-01-06,PROD_028,Electronics,7,101.61,711.27
828e7d55-b9bc-45bf-9817-35b0de4d8b2a,CUST_046,Sarah Garcia,sarah.garcia659@gmail.com,2024-06-27,PROD_014,Home Goods,4,247.25,989.0
efe37be5-7427-4f9d-a501-cdaf2b3fbad5,CUST_045,Barbara Anderson,barbara.anderson976@icloud.com,2024-02-11,PROD_010,Electronics,2,372.11,744.22
61ea943c-6c86-40df-ab91-b90d0d4026b1,CUST_040,Patricia Taylor,patricia.taylor99@icloud.com,2024-08-12,PROD_016,Groceries,3,248.82,746.46
aff59c8f-02ec-40fb-8a51-7e15e5cbc0d2,CUST_034,James Moore,james.moore306@aol.com,2023-09-01,PROD_016,Books,6,244.17,1465.02
54e9518b-6ac2-4034-a6b2-c956dd08606e,CUST_005,Robert Rodriguez,robert.rodriguez195@gmail.com,2024-11-26,PROD_031,Books,5,419.92,2099.6
ea4ca5b8-c029-4e55-b64f-da4f5723f11e,CUST_008,David Johnson,david.johnson984@outlook.com,2023-09-27,PROD_042,Groceries,8,183.89,1471.12
6c331669-a39f-4d84-8bd6-a73f2ce02e1a,CUST_046,Sarah Garcia,sarah.garcia659@gmail.com,2024-10-03,PROD_025,Apparel,6,430.6,2583.6
0f4e5ef4-1e4d-49ec-a38d-868bb7b15be4,CUST_032,Karen Brown,karen.brown731@gmail.com,2025-05-25,PROD_013,Apparel,6,206.37,1238.22
578f4706-3066-446c-9ce4-66485ab99974,CUST_001,Thomas Williams,thomas.williams160@hotmail.com,2024-10-03,PROD_006,Books,1,167.48,167.48
94d5c002-4f40-43fd-9d90-9148e8e5382a,CUST_005,Robert Rodriguez,robert.rodriguez195@gmail.com,2025-04-28,PROD_044,Books,4,229.73,918.92
a525bc87-762a-441d-b0ef-898fa2bccbcc,CUST_035,Joseph Lopez,joseph.lopez676@hotmail.com,2024-12-09,PROD_009,Groceries,5,382.41,1912.05
bab40a7e-261a-4d0f-8fc2-3b106fec76c6,CUST_001,Thomas Williams,thomas.williams160@hotmail.com,2024-07-30,PROD_045,Apparel,3,67.37,202.11
bff960b0-8c69-43c9-94f1-7de9538ac913,CUST_008,David Johnson,david.johnson984@outlook.com,2025-08-10,PROD_036,Books,9,102.23,920.07
ee4fce3c-6e61-4cec-835a-8c2fade6460c,CUST_029,Michael Martinez,michael.martinez233@yahoo.com,2024-05-15,PROD_043,Apparel,1,475.97,475.97
c6d0afe9-1267-4d1e-b8ad-d3ffb3f5fcb7,CUST_036,Robert Martin,robert.martin381@outlook.com,2025-05-25,PROD_020,Books,6,91.87,551.22
436b8ad9-dd27-4558-a94c-9a6965444577,CUST_034,James Moore,james.moore306@aol.com,2025-01-21,PROD_018,Electronics,6,286.03,1716.18
ad54ab75-832a-4c6e-8c5b-5f93aa8ad6ba,CUST_012,John Gonzalez,john.gonzalez593@yahoo.com,2024-07-23,PROD_043,Home Goods,5,291.76,1458.8
4999cfee-03f7-412f-83c0-d967e2af87b5,CUST_036,Robert Martin,robert.martin381@outlook.com,2024-10-07,PROD_021,Electronics,5,247.36,1236.8
4e4c9d6b-d166-42f6-99f6-4451caaf7d1d,CUST_012,John Gonzalez,john.gonzalez593@yahoo.com,2025-07-26,PROD_004,Books,5,324.15,1620.75
9e486dad-ccda-48d1-b4ec-01cc6ad942ba,CUST_017,James Thomas,james.thomas681@icloud.com,2024-07-03,PROD_050,Home Goods,6,118.76,712.56
c32572fa-c6df-474f-91ab-4bf52c73f31b,CUST_039,David Johnson,david.johnson430@yahoo.com,2024-03-20,PROD_033,Home Goods,8,278.57,2228.56
165b97a5-b95d-4061-bac5-a6df73e63f39,CUST_034,James Moore,james.moore306@aol.com,2025-04-12,PROD_027,Books,2,189.23,378.46
80dd6fcd-6674-43cd-9452-8f7df42eef49,CUST_043,Joseph Wilson,joseph.wilson84@aol.com,2023-09-17,PROD_007,Books,6,332.53,1995.18
f90f019c-b30a-453f-a305-bd13d3363933,CUST_034,James Moore,james.moore306@aol.com,2025-08-03,PROD_006,Apparel,1,74.91,74.91
effba8ac-7429-4ee7-8b8a-04af8b4698c1,CUST_030,Joseph Jones,joseph.jones989@aol.com,2025-08-05,PROD_015,Books,4,287.58,1150.32
1252f391-fd67-4c45-a25b-a989cea4a344,CUST_005,Robert Rodriguez,robert.rodriguez195@gmail.com,2025-05-22,PROD_018,Groceries,3,96.71,290.13
bd53c42c-c7ab-4f1d-9f5f-a754fa54c312,CUST_019,Elizabeth Brown,elizabeth.brown191@hotmail.com,2024-03-11,PROD_032,Books,9,142.93,1286.37
40ca30de-06cc-4886-a75a-5c574050c83d,CUST_013,Linda Gonzalez,linda.gonzalez224@aol.com,2024-02-27,PROD_011,Groceries,3,113.26,339.78
61e867d3-87c7-4824-9da1-372565067f43,CUST_013,Linda Gonzalez,linda.gonzalez224@aol.com,2024-10-20,PROD_020,Books,6,95.5,573.0
b73e0876-9c06-42c6-9dc8-5c4f091127ba,CUST_049,Robert Taylor,robert.taylor793@outlook.com,2024-12-17,PROD_024,Apparel,1,413.73,413.73
9d2c0746-5bdf-4e86-aa2d-452e027710da,CUST_021,Richard Jackson,richard.jackson31@yahoo.com,2025-04-17,PROD_015,Groceries,6,146.43,878.58
01fdf708-91cc-4af2-aa73-93f66383ab68,CUST_046,Sarah Garcia,sarah.garcia659@gmail.com,2025-03-23,PROD_048,Electronics,4,463.93,1855.72
c8954039-0574-4ca0-84cd-a2030859cac0,CUST_033,Barbara Taylor,barbara.taylor906@aol.com,2024-01-28,PROD_007,Groceries,8,485.11,3880.88
6e0391fe-732d-440f-ad10-0a5dfb0fe6c7,CUST_041,William Miller,william.miller271@icloud.com,2024-08-26,PROD_021,Apparel,9,287.77,2589.93
0c2d7708-7fca-4edd-a688-e0efadffbf44,CUST_026,Susan Taylor,susan.taylor233@gmail.com,2023-10-02,PROD_042,Groceries,4,75.79,303.16
136633cc-bc8d-42fa-9f7c-6a5f5f7f4c41,CUST_030,Joseph Jones,joseph.jones989@aol.com,2023-11-25,PROD_026,Books,6,190.4,1142.4
c6deb668-c7eb-41b0-9cb6-3cc972cbc187,CUST_026,Susan Taylor,susan.taylor233@gmail.com,2024-10-12,PROD_044,Books,1,399.88,399.88
dce0a4ef-c4fd-4d7f-8c56-4c11f2400bed,CUST_010,John Thomas,john.thomas602@yahoo.com,2023-09-22,PROD_014,Apparel,4,186.86,747.44
770c1a87-d8d6-4b38-bb84-9135a727e805,CUST_037,Michael Hernandez,michael.hernandez33@aol.com,2024-11-02,PROD_037,Home Goods,7,48.07,336.49
dedffbc4-ea73-450e-95e5-5aa1828d8a1f,CUST_014,Christopher Williams,christopher.williams568@yahoo.com,2024-10-14,PROD_021,Books,1,280.61,280.61
f05c65e2-50c9-4437-a086-9aacb591dd69,CUST_002,Jennifer Gonzalez,jennifer.gonzalez120@icloud.com,2024-01-01,PROD_018,Electronics,8,423.33,3386.64
ac6e8d69-9ffe-4ade-8455-c6d35efd0f45,CUST_034,James Moore,james.moore306@aol.com,2023-08-25,PROD_005,Apparel,6,398.98,2393.88
f143990c-7558-4dd7-b148-aab8cfe91ffc,CUST_009,Joseph Garcia,joseph.garcia328@hotmail.com,2023-10-25,PROD_003,Groceries,5,91.69,458.45
d75c3c8a-761c-4478-8527-b0d224acb207,CUST_047,John Williams,john.williams507@gmail.com,2024-02-15,PROD_023,Groceries,9,338.02,3042.18
7cf7c21c-beac-4681-a1a9-7b1250a94dc7,CUST_048,Jennifer Anderson,jennifer.anderson162@icloud.com,2024-08-30,PROD_026,Electronics,2,114.15,228.3
e1555b54-3d84-45f1-8d39-720c823b6a71,CUST_046,Sarah Garcia,sarah.garcia659@gmail.com,2024-10-09,PROD_037,Books,5,113.01,565.05
572127cd-9e96-4e37-aae7-3e0792993b61,CUST_019,Elizabeth Brown,elizabeth.brown191@hotmail.com,2025-06-19,PROD_024,Apparel,6,437.67,2626.02
94415bc9-74ce-4870-a8bb-682c44fc6f97,CUST_001,Thomas Williams,thomas.williams160@hotmail.com,2023-11-13,PROD_049,Electronics,7,128.59,900.13
fe3e4044-7a3f-4417-8e00-94620adf7ed7,CUST_047,John Williams,john.williams507@gmail.com,2023-09-03,PROD_019,Books,5,135.31,676.55
049e31a4-65d9-43e5-ba4a-c2095398bdc0,CUST_023,Michael Moore,michael.moore356@yahoo.com,2025-07-13,PROD_025,Apparel,9,5.32,47.88
33ba42e4-767b-4b58-b227-74ae2e4b12f3,CUST_049,Robert Taylor,robert.taylor793@outlook.com,2024-05-29,PROD_021,Groceries,1,435.98,435.98
8f358d0b-f8da-45e5-9428-9dc685d5972d,CUST_049,Robert Taylor,robert.taylor793@outlook.com,2025-05-16,PROD_012,Apparel,7,397.33,2781.31
9ff1628c-35e3-4290-af0d-cd983eba9162,CUST_043,Joseph Wilson,joseph.wilson84@aol.com,2025-01-22,PROD_041,Home Goods,7,315.53,2208.71
84205d9d-14d4-4db6-b734-9f46a32925cd,CUST_015,Linda Gonzalez,linda.gonzalez749@gmail.com,2024-08-29,PROD_033,Apparel,4,376.38,1505.52
81643fbb-f492-4cf4-8a81-b6943a1987c8,CUST_020,Jennifer Miller,jennifer.miller133@hotmail.com,2024-09-19,PROD_050,Home Goods,9,80.26,722.34
bba5f9a4-836b-40cc-840f-6a1997738841,CUST_043,Joseph Wilson,joseph.wilson84@aol.com,2023-08-23,PROD_004,Apparel,5,231.87,1159.35
6c15984d-e21b-4466-a6be-9181f0074e2a,CUST_016,Jennifer Jackson,jennifer.jackson336@outlook.com,2025-03-11,PROD_042,Home Goods,4,178.85,715.4
18875765-9ed0-46f8-a8a1-31e79aca74b0,CUST_008,David Johnson,david.johnson984@outlook.com,2025-07-24,PROD_007,Groceries,7,51.42,359.94
ee0ddbb3-6630-4ddd-ad3c-d0f161a9ac38,CUST_029,Michael Martinez,michael.martinez233@yahoo.com,2024-07-09,PROD_022,Books,4,245.63,982.52
02ec37f8-b083-4d9c-bddc-f97dac11f55b,CUST_047,John Williams,john.williams507@gmail.com,2024-03-19,PROD_033,Home Goods,3,460.77,1382.31
60c3e1ed-e30d-47f9-af9c-24f77ecc936a,CUST_036,Robert Martin,robert.martin381@outlook.com,2024-08-18,PROD_017,Home Goods,9,24.83,223.47
a0a231d0-5512-461a-a2f5-2d1ebed2c0b0,CUST_030,Joseph Jones,joseph.jones989@aol.com,2024-07-31,PROD_024,Groceries,8,149.27,1194.16
6e88378c-bbec-4e26-bfd9-41dd0f84205c,CUST_005,Robert Rodriguez,robert.rodriguez195@gmail.com,2024-03-03,PROD_034,Home Goods,1,107.73,107.73
ad0fe32d-da72-4005-9c89-b7b64e6d6dfc,CUST_032,Karen Brown,karen.brown731@gmail.com,2025-03-18,PROD_028,Electronics,7,122.88,860.16
181915a2-9baa-45ce-bdd7-6ea1b41da876,CUST_050,Karen Anderson,karen.anderson492@hotmail.com,2024-02-02,PROD_043,Groceries,9,454.68,4092.12
dfb6ae92-1a11-4258-bd35-7d81ecc432de,CUST_007,Joseph Davis,joseph.davis537@icloud.com,2023-09-28,PROD_041,Electronics,8,236.69,1893.52
718ec06d-3a8d-4c55-9d80-057df5192693,CUST_027,Linda Johnson,linda.johnson700@icloud.com,2023-12-18,PROD_039,Groceries,8,235.82,1886.56
2e8d8626-37a1-41c7-8827-728e650acc8e,CUST_045,Barbara Anderson,barbara.anderson976@icloud.com,2023-12-09,PROD_022,Home Goods,6,381.48,2288.88
72a835c4-4ac2-403f-a62a-f4538d0052f7,CUST_038,Joseph Anderson,joseph.anderson928@hotmail.com,2024-06-23,PROD_049,Electronics,4,81.47,325.88
30db69c1-c7ae-467c-81d0-1ed69b595c06,CUST_036,Robert Martin,robert.martin381@outlook.com,2024-12-10,PROD_017,Home Goods,8,246.2,1969.6
23e935db-bc94-4c41-a2a5-ef034d97f8a4,CUST_036,Robert Martin,robert.martin381@outlook.com,2025-04-22,PROD_034,Groceries,3,217.84,653.52
3dc2dcf6-0a21-4822-b398-608a1dd59e38,CUST_019,Elizabeth Brown,elizabeth.brown191@hotmail.com,2024-03-23,PROD_006,Home Goods,9,300.47,2704.23
18190f87-6ba0-464f-b401-6cc0c7de06ea,CUST_015,Linda Gonzalez,linda.gonzalez749@gmail.com,2024-01-17,PROD_046,Electronics,2,499.78,999.56
5d4ba044-b0f5-4981-99bd-fedaf081491f,CUST_042,David Martin,david.martin800@yahoo.com,2024-09-16,PROD_006,Electronics,2,385.88,771.76
ec055aef-b7eb-4f3b-bbca-8e8749e53dae,CUST_042,David Martin,david.martin800@yahoo.com,2024-06-25,PROD_034,Home Goods,7,201.94,1413.58
dc884f33-8b4c-4e11-8e75-c6cb6cdadd31,CUST_044,David Williams,david.williams849@aol.com,2024-10-26,PROD_001,Apparel,4,414.64,1658.56
